query_text,query_label
"In article <1993Apr21.144033.15925@alchemy.chem.utoronto.ca>, golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) writes: |> In article <MfpIRbO00WBLI1ispC@andrew.cmu.edu> ""William K. Willis"" <ww1a+@andrew.cmu.edu> writes: |> > |> >     As a person who has rarely even SEEN Don Cherry and doesn't know |> >anything about him, I don't know whether it is just this area |> >(Pittsburgh) of the USA that is ""deprived"" of his broadcasts or whether |> >he's a Canadian thing altogether.  Seriously, what is he all about?  I |> >know he was a coach at one time, and from the volume of posts about him, |> >SOMEONE surely is getting a steady diet of him somehow, but my question |> >is, what is the deal with him?  Secondly, are the comments of his that I |> >read about on the net merely flame bait, or do people actually take him |> >seriously?  I gotta tell you, from what I see, he really sounds like an |> >ass.  Let me know - maybe I'm missing something. |> > |>  |> For those of you who complain about Don Cherry, and wonder why he is |> popular... |>  |> the reply is Dick Vitale and John Madden and Bobby Knight and |> Joe Garagiola and Howard Cosell. |>  |> John Madden picks Gary Clark of the Redskins for his All-Madden team |> a lot, over much better receivers...for much the same reasons Cherry |> sings the praises of Doug Gilmour...a little guy with heart...yet one |> doesn't see a string of American posts saying that John Madden has |> lost his marbles. |>  |> Dick Vitale is always promoting this kid from this high school or |> that college with outrageous statements. |>  |> Why should Americans expect that Canada would not have such characters |> in relation to our greatest passion...which is hockey?   Canadians |> are very similar to Americans...culturally our sports are just hockey |> and curling, whereas with Americans it is football/basketball/baseball |> and bowling. |>  |> Gerald  I'd like to add that I think Canadian hockey fans like Don because his kind of hockey (the hockey he promotes in his TV appearances) is the kind that they think used to get played in the old 6 team NHL. So there's a kind of nostagia for the old days, before expansion, the Soviet series, Gretzky and even Bobby Orr, when guys weren't afraid to take a hit, nobody floated and defensemen played defence. Who cares that that probably never really existed, the myth is still around in Canada and all the European in    fluence on the game has diminished it in some people's eyes.  Personally, I'd like to add before I get flamed, I love the fast-paced ""European"" game and think Don Cherry is a bit of an idiot. I have to say that I missed him when I was living in the States, though. He is entertaining, even if you end up throwing your popcorn at the screen when he's on. --  -------------------------------------------------------------------------------           I stand by all the misstatements that I've made. 		-- Vice President Dan Quayle to Sam Donaldson, 8/17/89  Me Too -- Nick Duncan <duncan@mprgate.mpr.ca>",roc_sport_hockey
" In article <22APR93.25012157.0068@VM1.MCGILL.CA> JBE5 <JBE5@MUSICB.MCGILL.CA> writes: >Yahooooooooooooooooooooo! > >What a game, we finally beat those diques...and in O.T.! >The Habs dominated this game and especially in O.T..  They _finally_ started going to the net!  See what happens when you  create some traffic?  Muller deserves full marks (what a player!), and Damphousse finally started skating.  Roy (thankyouthankyouthankyou) was excellent.  Did you see that third period save on Young?  And the  defense was taking out Quebec players in the zone.  Anybody else wonder if Hextall will feel like a dweeb when he finds  out that the winning goal went in off his own D-man's skate?  Whatta suck.  Although he _is_ playing really well.  >Life doesn't get better than this!!!!!!!!!  Sure it does.  On Sunday when the B's are golfing and the Habs are tied 2-2 you'll see what I mean! :-) :-)  >Nick  -- dchhabra@stpl.ists.ca",roc_sport_hockey
"In article <1993Apr23.102811.623@sei.cmu.edu>, caj@sei.cmu.edu (Carol Jarosz) writes: >  > While watching the Penguins/Devils game last night, I saw the ""slash"" that > Barrasso took on the neck.  This brought to mind the goaltender who had his > jugular vein cut by a skate.  I think he was a Sabre, but I'm not positive. > Does anyone remember/know his name?  What has happened to him since?  What > about the player whose skate cut the goalie?  Name?  Info?  Has this ever > happened before in a hockey game?    >  > Thanks, >  > Carol > Go Pens!  It was Clint Malarchuk  Whatever happened to him, anyway?  Barfly Go *sigh* Leafs *cry*",roc_sport_hockey
"In article <19930423112743.cvincent@poolman.ucs.mun.ca> cvincent@morgan.ucs.mun.ca  (Carl Vincent) writes: >In Article <1993Apr23.020006.583@spang.Camosun.BC.CA> ""ua256@freenet.Victoria.BC.CA (Tom Moffat)"" says: >>  >> Can some on e give me some stats on Forsrg in the World Championships >>  >> If sao mail to ua256@freenet.victoria.bc.ca >>  >> --  >> Tom Moffat >> Victoria B.C. >> Canada >>  >Here are the top point getters in the World Jr Hockey Championships:  >    >                  G   A  P   >Forsberg,SWE      7  24 31 <<I am SOOO glad I have both these guys on my >Naslund,SWE      13  11 24 <<rotisserrie team.  But then again, w/ Mario, >Vyborny,CZE-SLO   6   9 15   Bure, Gretzky, Neely, P. Turgeon, Damphousse, >Sundstrom,SWE    10   4 14   Lebeau and Juneau, dunno how much time >Lehtinen,FIN      6   8 14   they'll get.. :) :) :) > ",roc_sport_hockey
"----------------------------------------------------- It was a great atmosphere last night at the St. Louis Arena as Joseph and the Blues shutout the Hawks for the second consecutive game. People were cheering the Blues long before face-off time, and they kept going for the entire game. My friends and I went out celebrating until the early morning hours with some of the players. Here's a game summary from the St. Louis Post-Disptach. Enjoy...  By Dave Luecking Of The Post-Dispatch Staff:  At 10:24 p.m. Friday night, The Arena crowd of 17,965 paid homage to Blues goalie Curtis Joseph. The fans began bowing, their arms extended, taking the the lead from a fan who held a sign that read ``Only God Saves More Than Joseph.""  It was a fitting tribute to Joseph, who has brought the Blues to the verge of a surprising sweep.  Joseph recorded his second successive shutout Friday, blanking the Blackhawks 3-0 in Game 3 of the Norris Division semifinals and giving the Blues a 3-0 lead in the best-of-seven series.  The Blackhawks haven't scored against Joseph since the 8:51 mark of the second period of Game 1. Joseph has shut out the Blackhawks for 151 minutes 9 seconds, a Blues record. Jacques Plante held the previous record of 146:28, set in the first round of the 1969 playoffs against the Philadelphia Flyers, one of only two series the Blues have sweeped in their history.  The Blues can wrap up their first sweep since 1969 with a victory in Game 4, a nationally televised game that begins at noon Sunday. The Blues have had only two sweeps in franchise history, both in 1969, when they swept Philadelphia and Los Angeles en route to the Stanley Cup finals.  The shutout Friday was easier than on Wednesday in Game 2 when Joseph had to make 47 saves. This time, the Blues held the shots down to 34, and the Blackhawks couldn't touch Joseph.  Well, they touched Joseph, numerous times, shoving him and pushing him at  every opportunity to try to get him off his game. But Joseph and the Blues were unfazed, dishing out their own punishment along the way.  The Blues' grinders -- Bob Bassen, Rich Sutter, Kevin Miller and Dave Lowry -- wore down the Blackhawks, taking the visitors from Chicago off their game. The grinders set the stage for the glamour boys, the gifted playmakers and scorers, who made the most of their opportunities.  Craig Janney, Brett Hull and Nelson Emerson scored, getting one goal in each period. Hull assisted on Janney's first-period power play goal after two unwise Chicago penalties. Checker Miller set up Hull's goal in the second period, and rookie Denny Felsner assisted for Emerson, who scored at 16:44 of the final  period.  Blues fans jumped to their feet in celebration of that goal and began yelling ``Sweep. Sweep. Sweep."" They also taunted Chicago goalie Ed Belfour  ``Bell-Four. Bell-Four."" They also chanted ``Na, na-na-na, hey-hey good bye.""  Such talk is a tad premature. There's still one game left, but the Blues are on a roll. They have the Blackhawks on their heels.  The Blues set the tone early on Friday with two crunching hits in the first minute of play. Rich Sutter leveled Bryan Marchment, and Brendan Shanahan dumped Steve Smith at center ice.  Chicago tried to retaliate, but Troy Murray's decision to run into Joseph backfired. Referee Dan Marouelli gave him a roughing penalty.  The Blues didn't get a shot on goal on the power play, and they survived a scare after Chicago killed the penalty when Rick Zombo gave the puck away to Steve Larmer. Joseph stopped Larmer's shot and everything else Chicago threw at him in the first period. The 'Hawks ignored the scouting report on Joseph about shooting high and continued to shoot low, where Joseph's butterfly style is deadly.  Rookie Bret Hedican picked up three consecutive penalties midway through the period -- two for hooking and one for holding -- but Chicago got only two shots on goal, as many as Miller. The Blues' penalty killer twice stole the puck and just missed on good scoring chances against Belfour.   Marouelli began calling penalties on the Blackhawks to even things up. He caught Brent Sutter hooking Shanahan four seconds after Hedican's third penalty. He called Marchment for elbowing Janney along the boards at 14:58, and gave the Blues a two-man advantage 1:07 later when Christian Ruuttu slashed Shanahan.  The Blues worked around the puck on the ensuing power play, and Hull got it where he likes it -- in the high slot. Hull's shot hit Belfour's right shoulder, and the puck bounced precariously close to the goal line. Belfour dived back to cover, but the puck squirted loose to Janney, who poked it into the net at 16:53 for his first goal of the playoffs.  The Blues continued their relentless hitting as the period ended, and the Blackhawks lost their composure. Joe Murphy tripped Ron Wilson with two seconds remaining in the period, and after time had expired Smith upset the Blues by shooting the puck into the Blues' bench.  Chris Chelios made a move toward Joseph as the teams left the ice, and Marouelli slapped him with a 10-minute misconduct. Chicago survived the Blues' power play, but the loss of Chelios hurt. He didn't return until the midway point of the period, and within three minutes of his return, Hull had increased the Blues' lead to 2-0, deflecting in Miller's crisp pass.  Try as they might, the Blackhawks couldn't get to Joseph, who stopped everything they could throw at him. He stopped 12 shots in the second period and 13 more in the third. Chicago also hit the goalpost twice.  Emerson's goal put the game away. He went hard to the net and redirected Felsner's pass.    %*%*%*%**%*%%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*   *   __  ______________         ____________________________________    %    %   \ \_)____________/         A L L E Z   L E S   B L U E S  ! ! !    *    *    \    __________/          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~    %    %     \    ________/                                                   *   *      \   _______/                  Joe Ashkar                        %    %       \  \                         Contact for the Blues             *   *        \  \  SAINT LOUIS           jca2@cec1.wustl.edu               %    %        (___)             BLUES                                       *    *%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*%*% ",roc_sport_hockey
"""Numerical Recipes in C""..Fortran..Pascal  has a nice section on encryption and decryption based on the DES algorithm.  There is also source code provided (I think some versions of this book are  distributed with the source code on disk; the source code can also be ordered from the publisher).  --Victor Iseli victori@xetron.com",sci_crypt
"In article <bontchev.735336144@fbihh> bontchev@fbihh.informatik.uni-hamburg.de writes: >No, because the Feds will still be able to decrypt the conversations. >True, they'll blame the wrong guys, but nevertheless one cannot say >something like ""The drugs arrive tommorrow on the ship 'Terminus'"" >when the Feds are listening, even if they cannot identify who the >speaker is.   It's not a question just of who is holding the phone.  It's a question of what circuit to wiretap in the first place.  If two drug dealers are both using stolen cellular phones, the FBI doesn't know which lines to tap -- unless of course they're tapping *all* phones (maybe *all* cellular phones).  If they haven't tapped the connection (ie., at least one end of the connection) then they don't know what key to request.  --   - <<Disclaimer: All opinions expressed are my own, of course.>>  - Carl Ellison                                        cme@sw.stratus.com  - Stratus Computer Inc.       M3-2-BKW                TEL: (508)460-2783  - 55 Fairbanks Boulevard ; Marlborough MA 01752-1298  FAX: (508)624-7488",sci_crypt
strnlght@netcom.com (David Sternlight) writes:  [...] >The Attorney General publishes the number of court-ordered taps each year. [...]  I believe you are mistaken. I don't believe the AG publishes the number of state wiretaps.  - Carl  --  Carl Kadie -- I do not represent any organization; this is just me.  = kadie@cs.uiuc.edu =,sci_crypt
"   I've been thinking about how difficult it would be to make PGP available in some form on EBCDIC machines.  The message authentication would be ugly, but I think at least the IDEA encryption could work, if PGP had a switch to tell it to use IDEA in OFB-mode or ECB-mode.  In OFB-mode, errors in translating EBCDIC-->ASCII-->EBCDIC would only affect their byte, not the 16 bytes that would be affected under CBC.    Is PGP set up to use different IDEA modes?  I don't recall notincing it in the executable, but I haven't gone through it as carefully as I probably should....      --John Kelsey",sci_crypt
"In article <strnlghtC5wHo2.1FK@netcom.com> strnlght@netcom.com (David Sternlight) writes: >In article <a_rubin.735496128@dsg4.dse.beckman.com> >a_rubin@dsg4.dse.beckman.com (Arthur Rubin) writes: > >>I wouldn't think so.  Asking people to trust a secret algorithm seems >>unsound to me. > >Maybe so, but it's quite common.  Not when your talking about cryptography.  >There are millions of Macintosh users who >have no idea what's in Apple's patented ROMs. Many have modems connected. >How do you know all your business secrets aren't being stolen? Answer: >1. Because you trust Apple;  Think again.  You won't see me using apple's new signature from the finder feature.  >2. Because if any such attempt, however sophicsticated, came out, it would >destroy Apple's credibility forever.  This analogy fails in its assumption that the government gives two squirts about credibility.   In addition, Apple's proclaimed purpose in releasing the Macintosh wasn't survellience.  Quite the opposite: ""On January 24, Apple will introduce.... Macintosh, and you'll see why 1984 won't be, like '1984'""  So don't give me any bullshit analogies about how we trust coke not to put mind control drugs in every can to get us to buy more.   >In the Clipper case, a representative body of experts is going to be allowed >to audit it, and we'll have assurances (maybe even from the President) that >other than the escrowed keys there are no back doors. While some may not >have confidence in that (I am not among them), it's a lot more assurance >than we get for many things we routinely trust in everyday life.  One of the reasons we should be all the more suspicious.  When was the last time the president wasted his time to comfort americans? Just another reason to look closely at exactally what's going on.  >David >--  >David Sternlight         Great care has been taken to ensure the accuracy of >                         our information, errors and omissions excepted.    uni@acs.bu.edu --  uni@acs.bu.edu  ->  Public Keys by finger and/or request Public Key Archives: <pgp-public-keys@pgp.iastate.edu>  Sovereignty is the sign of a brutal past.<>Fight Clinton's Wiretap Chip! DF610670F2467B99 97DE2B5C3749148C <> Crypto is not a Crime! Ask me how!",sci_crypt
"In article <wb9omc.735429954@dynamo.ecn.purdue.edu>, wb9omc@dynamo.ecn.purdue.edu (Duane P Mantick) writes: > ab616@Freenet.carleton.ca (Marc Dion) writes: >  >  >>For a project of my own, I would like to build a Infra-Red Remote control >>receiver (for regular VCRs and TVs remotes).  Does anybody have any info >>or tips on how to build such receiver ? >>In particular, >>a) which photo detector should I use (which wavelength do remotes use) ? >>b) which ICs or circuit should I use ? >>c) any suggestions for circuit layout >  >  Another suggestion - find a brand of TV that uses an IR remote, > and go look at the SAMS photofact for it.  You can often find some very > detailed schematics and parts list for not only the receiver but the > transmitter as well, including carrier freq. specs. and tone decoding > specs. if the system uses that. >  Probably won't help.  I'd be willing to bet that _every_ manufacturer used those little self-contained modules.  I think Sharp made them. Radio Shack used to sell them for a few bucks (maybe they still do.)  The module had 3 leads:  power, ground and demodulated output.  It contained the photo-detector, amplifier, integrator and demodulator all in a tiny metal can.  If you want to buy one, try Radio Shack, or else a TV repair shop can probably order one.  BTW - the carrier frequency is 40 KHz, and each different TV/VCR/cable box/stereo manufacturer uses a unique pulse scheme to perform each different function on their equipment.   Jim Ritterbusch ritterbus001@wcsu.ctstateu.edu    - or - ne22@radiomail.net  (temp, rf) There is an art, the Guide says, or rather a knack to flying.  The knack lies in learning how to throw yourself at the ground and miss.",sci_electronics
"In article <1993Apr22.030133.23553@monu6.cc.monash.edu.au> craw@yoyo.cc.monash.edu.au (Sebastian Filzek) writes: >Hi people.. > >OK heres my problem....  >I keep hearing about these little credit card type of things which >detect IR light.... > >I think that they are avaliable in the states and even in England, but >alas I live in Australia.  Could someone please inform me if I can get >these things over here, and if so where??? and how much??? >  Sure,  Edmund Scientific Company 101 E. Glouchester Pike Barrington, NJ, 08007-1380 (609) 573-6250  The card is on page 15 of the last catalog I got. The cost ranges from $19.00US to $80.00US, depending on size and range of wavelengths the card responds to.  John",sci_electronics
"jvannes@vms.macc.wisc.edu writes:   >You are probably referring to the products of >   >  Opto Diode Corp. >  750 Mitchell Road >  Newbury Park Ca 91320 >  805 499-0335  >The make some amazing IRLED's.  The really high-powered devices are arrays of >3, 6, or 9, LED's on a TO-66 header.  The 9-chip model puts out 6.5 Watts in >response to a 5 Amp, 10 uS. pulse at a .5% duty cycle.  I think  these are >designed as illuminators for IR vision systems.   Yeah! that's the guys!  >I would also be interested in the application here.  I work with a Dance and >Technology program, and want to build something to track dancers on a 30 foot >wide stage from 50 feet away.   Yeah, that sounds a lot like lasertag anyway....  :-)  Duane",sci_electronics
"Carter Ames (camter28@astro.ocis.temple.edu) wrote: :   Why does a lead acid battery discharge and become dead (totally unuseable) : when stored on a concrete floor?    It could be that you stored it somewhere that it could become covered by moisture or damp air, which would short out the terminals.  The same thing happens to my car (Citroen 2CV) -- damp gets under the bonnet (US: ""hood"") and shorts the spark-plugs to earth so it won't start.  The solution (for the car) is to clean the plug leads and spray with WD-40 (moisture repellant).  If damp *is* the problem, then storing the  battery off the ground may help.  I'm not sure if spraying with WD-40 would be safe since it is very flammable (high percentage petroleum).  Just a thought...  Chris  --  Chris Hand, Lecturer                Internet mail: cph@dmu.ac.uk Dept of Computing Science,          Voice: +44 533 551551 x8476 De Montfort University, The Gateway,  Fax: +44 533 541891  FIDOnet: 2:440/32.50 LEICESTER, UK   LE1 9BH             >> Linux: *free* unix for IBM PCs! <<",sci_electronics
"In article <1rag61$1cb@hsdndev.harvard.edu> rind@enterprise.bih.harvard.edu (David Rind) writes: >In article <noringC5yL3I.3qo@netcom.com> noring@netcom.com (Jon Noring) writes: >>(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on >>the net who refuse to have an open mind on alternative treatments and >>theories, such as the ""yeast theory"", should create your own moderated group. > >Why?  Is there some reason why you feel that it shouldn't be pointed out >in SCI.med that there is no convincing empirical evidence to support the  >existence of systemic yeast syndrome?  I don't know the first thing about yeast infections but I am a scientist. No scientist would take your statement --- ""no convincing empirical evidence to support the existence of systemic yeast syndrome"" --- to tell you anything except an absence of data on the question.  Noring has pointed out the catch-22 that if the ""crazy"" theory were true, you probably couldn't find any direct evidence of it --- that you couldn't observe those yeastie beasties with present methods even if they were there.  Noring and the fellow from Oklahoma (sorry, forgot your name) have also suggested one set of anecdotal evidence in favor based on their personal experiences --- namely, that when people with certain conditions are given anti-fungals, many of them appear to get better.    So, if you have any evidence *against* the hypothesis --- for example, controlled double-blind studies showing that the anti-fungals don't do any better than sugar water --- then let's hear it.  If you don't, then what we have is anecdotal and uncontrolled evidence on one side, and abject disbelief on the other.  In which case, please, there is no point in yelling back and forth at each other any longer since neither side has any convincing evidence either positive or negative.    And I understand that your abject disbelief is based on the existence of people who may get famous or make money applying the diagnosis to everything in sight, making wild claims with no evidence, and always refusing to do controlled studies.  But that has absolutely no bearing on the apparently sincere experiences of the people on the net observing anti-fungals working on themselves and other people in certain specific cases.  There are also quacks who sell oral superoxide dismutase, in spite of the fact that it's completely broken down in the guts, but this doesn't change the genuine scientific knowledge about the role of superoxide dismutase in fighting oxidative damage.  Same thing.  Just cause there are candida quacks, that doesn't establish evidence against the candida hypothesis.  If there's some other reason (besides the quacks), if only anecdotal, to think it could be true, then that is what has to be considered, that is what the net people have been talking about.  But again, there is no point in arguing about it.  There is anecdotal evidence, and there is no convincing evidence, and there are also some candida quacks out there, I hope everyone can agree on all of that.  Thus, it appears to me the main question now is whether the proponents can marshall enough anecdotal evidence in a convincing and documented enough manner to make a good case for carrying out a good controlled double-blind study of antifungals (or else, forget convincing anybody else to carry out the test, just carry it out themselves!) --- and also, whether they can adequately define the patient population or symptoms on which such a study should be carried out to provide a fair test of the hypothesis.  Ken -- ",sci_med
"Any rocky mountain spotted fever experts out there ?  The doctor thinks a friend might have this. The question is, doesn't the tick have to bite you ?  You frequently find a tick crawling on you after a walk in the woods around here, but you tend to notice it before it bites you; pulling one out of your skin is something you're not likely to forget.  Can you get the fever without it biting you ?  Do they sometimes bite you and then let go so you don't realize you were bitten ?  I know they will let go once they've had their fill, but you certainly would notice this (arggh).  So how do you get the fever if you never pulled a tick off yourself (as opposed to finding one merely crawling on you) ?  John Eyles jge@cs.unc.edu",sci_med
"I wrote: KW> If you don't like additives, then for godsake,  KW> get off the net and learn to cook from scratch.  Sheesh.  Mary Allison exclaims: MA> EXCUSE ME!!!!!!!!!!!! MA> Why can't people learn to cook from scratch *ON* the net.  MA> I've gotten LOTS of recipes off the net that don't use additives.  Because one simply _can't_ cook on the net, nor can one cook while ON the net.  Cooking is best done IN a kitchen, ON a stove.  (Gotcha! *grin*)  (I said this out of general frustration at people (not anyone in particular)  who seem to expect packaged food to conform to their tastes.  In other  words, if packaged foods are not to your liking, prepare foods that are.)  MA> If you LIKE additives then get off the net and go to your local MA> supermarket, buy lots of packaged foods, and YOU get OFF THE NET!!  I don't have strong feelings about additives, as long as I can't taste 'em.  (As for the rest of your reply to me, I am sorry it it seemed as if i was   picking on you.  I wasn't trying to do so.  Please accept my apologies.)  ~ Kiran ",sci_med
"John Carey (jcarey@news.weeg.uiowa.edu) wrote: : Actually I am entering vet school next year, but the question is  : relevant for med students too.  : Memorizing large amounts has never been my strong point academically. : Since this is a major portion of medical education -- anatomy,  : histology, pathology, pharmacology, are for the most part mass  : memorization -- I am a little concerned.  As I am sure most  : med students are.  : Can anyone suggest techniques for this type of memorization?  I  : have had reasonable success with nemonics and memory tricks like : thinking up little stories to associate unrelated things.  But I have : never applied them to large amounts of ""data"".  : Has anyone had luck with any particular books, memory systems, or : cheap software?     : Can you suggest any helpful organizational techniques?  Being an : older student who returned to school this year, organization (another : one of my weak points) has been a major help to my success.  : Please no griping about how all you have to do is ""learn"" the material : conceptually.  I have no problem with that, it is one of my strong  : points.  But you can't get around the fact that much of medicine is : rote memorization.    : Thanks for your help. The only suggestion i can think of off the top of my head is get a large supply of index cards and memorize small amounts of info at a time, making flash cards and quesitons. Everytime i get a question wrong I always manage to get the damn thing right the next time   --           /\ _ /\          |            Felix The Cat         |  0 0  |-------\==     The Wonderful, Wonderful Cat!                           \==@==/\  ____\ |     ===============================  Meow!--- \_-_/  ||     ||            hoss@panix.com",sci_med
"George William Herbert sez:  >Hmm.  $1 billion, lesse... I can probably launch 100 tons to LEO at >$200 million, in five years, which gives about 20 tons to the lunar >surface one-way.  Say five tons of that is a return vehicle and its >fuel, a bigger Mercury or something (might get that as low as two >tons), leaving fifteen tons for a one-man habitat and a year's supplies? >Gee, with that sort of mass margins I can build the systems off >the shelf for about another hundred million tops.  That leaves >about $700 million profit.  I like this idea 8-)  Let's see >if you guys can push someone to make it happen 8-) 8-)  I like your optimism, George.  I don't know doots about raising that kind of dough, but if you need people to split the work and the $700M, you just give me a ring :-)  Living alone for a year on the moon sounds horrid, but I'd even try that, if I got a bigger cut.  :-)  -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows. -----------------------------------------------------------------------",sci_space
"In article <1993Apr27.072512.439@bby.com.au>, gnb@baby.bby.com.au (Gregory N. Bond) writes: > In article <1993Apr22.162501.747@indyvax.iupui.edu> tffreeba@indyvax.iupui.edu writes: >  >    ...  So how about this?  Give the winning group >    (I can't see one company or corp doing it) a 10, 20, or 50 year >    moratorium on taxes. >  > You are talking about the bozos who can't even manage in November to > keep promises about taxes made in October, and you expect them to make > (and keep!) a 50-year promise like that?    We want to give lawyers something to do in the 21st cen., don't we?  >Your faith in the political > system is much higher than mine.  I wouldn't even begin to expect that > in Australia, and we don't have institutionalised corruption like you > do.  Oh I bet you do.  They are probably just better at it than our crooks. :-)  > -- > Gregory Bond <gnb@bby.com.au> Burdett Buckeridge & Young Ltd Melbourne Australia >    Knox's 386 is slick.            Fox in Sox, on Knox's Box >    Knox's box is very quick.       Plays lots of LSL. He's sick! > (Apologies to John ""Iron Bar"" Mackin.)  Tom Freebairn | We came.        | We saw.        | We went home.   Some early 20th cen. baseball player   Anybody know who or why? (definitly e-mail stuff.) ",sci_space
"In <1993Apr27.072512.439@bby.com.au> Gregory N. Bond writes: >I wouldn't even begin to expect that >in Australia, and we don't have institutionalised corruption like you >do.  Wanna bet ??? You must be too young to remember Bob Askin :-) Read the Costigan commision report if you want to know about corruption in OZ.  ----------------------------------------------------------------- Greg Nicholls ...         : Vidi nicho@vnet.ibm.com or     : Vici nicho@olympus.demon.co.uk : Veni",sci_space
"In article <1993Apr28.150719.10511@aio.jsc.nasa.gov>, mancus@sweetpea.jsc.nasa.gov (Keith Mancus) writes... >  >  That's _Five Weeks In A Balloon_.  And if anyone can tell me where to >get it, I sure would like a reply!  I've been looking for that book for >TEN YEAR+, and never found it.  (Note that I am _not_ looking for a $200 >collector's item; I'm hoping that *someone* has published it in modern >times, either in paperback or hardcover.  I'm willing to spend $50 or >so to get a copy.  I too am a Jules Verne collector, and can tell you that though tough  to find, it *is* out there.  I keep my eyes open all the time for his books at various Bay Area used book stores, and every once in a while get *very* lucky.  You just need diligence.  I don't know if the book store situation near JSC is as good as the Bay Area, but good luck. I have also had excellent luck at the Antiquarian Book Fair which comes to SF every other year, though the prices are more in the $100-$200 range than the $50 you want to spend.  My guess is that *if* you find it, you won't need to spend even that much, since most people don't care  about it.  I think I paid about $15 for my dust-jacket-less but otherwise good condition copy, which I found one day at a small bookshop that happened to have just bought a lot of random books at an estate sale.    Of course, if you re willing to buy blind, you can put a $2 advertisement in the Antiquarian Bookseller's newsletter (the exact title of which escapes me at the moment.)  _Five Weeks in a Balloon_ is not the rarest of Jules Verne books.  Someone has it for sale somewhere, and the AB is the way to  find it.  In fact, I would be surprised if you didn't get multiple offers of sale.  Of course, that takes the fun out of hunting for it yourself...  Good luck.  -Scott --------------------                          New .sig under construction Scott I. Chase                                     Please be patient SICHASE@CSA2.LBL.GOV                                   Thank you ",sci_space
" Given that what i described for the HST  seemed to be the SMT,   and given the mass amrgins on the discovery mission  is tight enough that  spacewalking has to be carefully constrained.....  No EDO pallets,  no spare Suits, no extra MMU's.     WHy not do this?   Quick Test  Goldins philosophjy  of faster cheaper, better.  Build a real fast Space TUg,  to handle the re-boost  of the HST  using clean Cryo fuels,  and get it ready before the  HST mission.  If NASA  could build Mercury in 13 months,  they should be able to make an SMT in 9.     How much would it need?  Guidance package.  Use a  Voyager spare.     Thruster gear,  Use H2O2,  or LOX/LH.  Bus  Use a Commsat.  Grapple fixture.   Use a stripped down Canadarm.  Comms package.   SPare  X-band  omni  gear.  Pat",sci_space
"In article <May.9.05.41.18.1993.27552@athos.rutgers.edu> todd@nickel.laurentian.ca   writes: > The question is how do they interpret these verses. We > must now establish reasons for not believing this to be true based on the > interpretation of these scriptures given by someone who has come to grips with > them.  I see no other way of interpreting them other than homosexuyality being wrong.  Please tell me how these verses can be interpreted in any other way.  I read them and the surrounding text.  In Christ's Love, Bryan",soc_religion_christian
"In article <May.5.02.52.59.1993.28865@athos.rutgers.edu>, you write: |>  |> [Yes.  My comments were long enough that I don't want to repeat |> them here, but I'll send them via email back to the author. |> Certainly it was not intended to be a description of three similar |> deities, though I certainly see why it would look that way. |>  Thanks for the letter, your comments helped some.  As to the last comment, I certainly realize that it was not intended to sound that way.  I am still trying to understand *how* a spiritual being colud truly be one and three at the same time.  All of the descriptions of this are either Platonic or sound like special pleading (sort of, ""they appear to be three seperate beings in all ways, but really they are one, trust me"").  Neither of these is acceptible to me.  The fact is, so far the only descriptions of the trinity that makes any *sense* to me are the modalistic ones, such as Modalistic Monarchianism or ""Economic Trinitarianism"".  [I can accept that the three aspects are intrinsic to the nature of God, so I perhaps lean more towards the latter].  I am trying, here, to see if anybody can come up with another description that is both orthodox and believable.  --  sarima@teradata.com   (formerly tdatirv!sarima)   or Stanley.Friesen@ElSegundoCA.ncr.com  [I fear orthodox theologians have been overly in love with paradox, to the extent that well-meaning people think they've just flat-out confused.  There's no problem with things being both 3 and 1, e.g.  if the 3 are different parts of the 1.  Father, Son, and Holy Spirit aren't exactly parts of God, because parts are things distinguished by physical separation.  All three Persons are omnipresent, so they are obviously aren't physically separate.  But they're in some way different aspects, modes, or whatever, of one God.  If you accept economic trinitarianism, it's possible that you don't have any substantive difference with the standard view.  Is it possible that you just don't find the neo-Platonic explanation illuminating? --clh]",soc_religion_christian
